Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-07-05 00:00:00-04:00,129.87924908319118,131.20727669619237,129.6690564038537,130.94931030273438,18141100,0.0,0.0
2019-07-08 00:00:00-04:00,130.31872984608188,130.98753267437448,129.334652583125,130.85377502441406,16779700,0.0,0.0
2019-07-09 00:00:00-04:00,129.93658556712742,130.86334032164294,129.74550526875657,130.37608337402344,19953100,0.0,0.0
2019-07-10 00:00:00-04:00,131.01618569644472,132.40153582162353,130.91108936537657,131.70408630371094,24204400,0.0,0.0
2019-07-11 00:00:00-04:00,132.03847296053038,133.0130012494087,131.7231839677024,132.22955322265625,22327900,0.0,0.0
2019-07-12 00:00:00-04:00,132.65950100054422,132.9270162811312,131.8569405802939,132.70726013183594,18936800,0.0,0.0
2019-07-15 00:00:00-04:00,133.22319287188895,133.3187257129618,132.28688938983456,132.70726013183594,16651500,0.0,0.0
2019-07-16 00:00:00-04:00,132.7645854092112,132.85056933200275,130.43336853472013,130.96839904785156,22726100,0.0,0.0
2019-07-17 00:00:00-04:00,131.5607720990798,131.78051368343074,130.14676058903189,130.1945343017578,20211000,0.0,0.0
2019-07-18 00:00:00-04:00,129.50662245855827,130.5289098457326,128.66585183846044,130.33782958984375,30381800,0.0,0.0
2019-07-19 00:00:00-04:00,133.9684184717257,134.3983527104098,130.36649645192563,130.52891540527344,48992400,0.0,0.0
2019-07-22 00:00:00-04:00,131.2837107035703,132.98434994791927,131.20727567726925,132.2582244873047,25074900,0.0,0.0
2019-07-23 00:00:00-04:00,133.52891110818302,133.74866724552183,131.87604580480897,133.07986450195312,18034600,0.0,0.0
2019-07-24 00:00:00-04:00,132.70728747284434,134.4652641369464,132.65952833171306,134.44615173339844,20738300,0.0,0.0
2019-07-25 00:00:00-04:00,134.16903350325893,134.3410159276971,133.108535962924,133.9397430419922,18356900,0.0,0.0
2019-07-26 00:00:00-04:00,134.11171290304682,135.36330528456074,134.04484137700194,135.03846740722656,19037600,0.0,0.0
2019-07-29 00:00:00-04:00,135.19135623078586,135.20090514198026,133.15631560261895,134.7423095703125,16605900,0.0,0.0
2019-07-30 00:00:00-04:00,133.8919618699127,134.92381262353624,133.567124015574,134.0926055908203,16846500,0.0,0.0
2019-07-31 00:00:00-04:00,134.07352068786312,134.22639073719,129.05758699993586,130.1945343017578,38598800,0.0,0.0
2019-08-01 00:00:00-04:00,130.8919249770665,134.65626442210305,130.8250388936396,131.9046630859375,40557500,0.0,0.0
2019-08-02 00:00:00-04:00,131.93336437130108,132.15312050189272,129.22953590689596,130.79641723632812,30791600,0.0,0.0
2019-08-05 00:00:00-04:00,127.3569208966808,127.9588228987485,124.94926915294836,126.31552124023438,42749600,0.0,0.0
2019-08-06 00:00:00-04:00,127.83467780799548,129.6308501726287,127.27098580469283,128.68499755859375,32696700,0.0,0.0
2019-08-07 00:00:00-04:00,127.82509742824703,129.6021717324987,125.95249027318067,129.24867248535156,33414500,0.0,0.0
2019-08-08 00:00:00-04:00,130.509842240786,132.79328608677108,129.86970063869447,132.69773864746094,27496500,0.0,0.0
2019-08-09 00:00:00-04:00,132.43018086421102,133.16585509131727,130.3760427838804,131.5703125,23466700,0.0,0.0
2019-08-12 00:00:00-04:00,130.95883107300733,131.7136030273326,129.21041867167494,129.7358856201172,20484300,0.0,0.0
2019-08-13 00:00:00-04:00,129.98434074923634,132.61173456799582,128.9811511027392,132.420654296875,25154600,0.0,0.0
2019-08-14 00:00:00-04:00,130.71434309787082,131.25115530585228,128.13571373085546,128.43287658691406,32527300,0.46,0.0
2019-08-15 00:00:00-04:00,128.82592012331537,129.00805599243512,126.77452201566697,128.1453094482422,28074400,0.0,0.0
2019-08-16 00:00:00-04:00,129.29558900493234,130.81017426575417,129.14220994957603,130.49383544921875,24449100,0.0,0.0
2019-08-19 00:00:00-04:00,132.1426920502606,132.8137074805989,131.22243186933994,132.67950439453125,24355700,0.0,0.0
2019-08-20 00:00:00-04:00,132.487735998916,132.96703463708627,131.55789547070304,131.57705688476562,21170800,0.0,0.0
2019-08-21 00:00:00-04:00,132.8136624337416,133.71474626044628,132.2864309790703,133.04371643066406,14970300,0.0,0.0
2019-08-22 00:00:00-04:00,132.91913199861952,133.43676820936676,130.6472459919656,132.0755615234375,18697000,0.0,0.0
2019-08-23 00:00:00-04:00,131.50999054705153,132.62196713371063,127.30174819731613,127.86731719970703,38508600,0.0,0.0
2019-08-26 00:00:00-04:00,129.40104869318165,129.94744152236876,128.35616656888823,129.8419952392578,20312600,0.0,0.0
2019-08-27 00:00:00-04:00,130.7431081384513,131.05944705828816,129.0847386135823,130.12002563476562,23102100,0.0,0.0
2019-08-28 00:00:00-04:00,129.2956247642619,130.1391805479604,128.0206884396878,129.9474639892578,17393300,0.0,0.0
2019-08-29 00:00:00-04:00,131.56748374251754,132.70821690727726,131.2415641603103,132.40145874023438,20168700,0.0,0.0
2019-08-30 00:00:00-04:00,133.38879033411362,133.41754707904664,130.6280404313212,132.15220642089844,23940100,0.0,0.0
2019-09-03 00:00:00-04:00,130.9539697043147,131.51953856613,130.08164270434204,130.40756225585938,18869300,0.0,0.0
2019-09-04 00:00:00-04:00,131.61540858101466,131.98926093260985,130.8293517957443,131.93174743652344,17995900,0.0,0.0
2019-09-05 00:00:00-04:00,133.3504877397526,134.56791055925643,133.01497279179117,134.25157165527344,26101800,0.0,0.0
2019-09-06 00:00:00-04:00,134.23240047756684,134.3761842450281,132.4781653793578,133.34091186523438,20824500,0.0,0.0
2019-09-09 00:00:00-04:00,133.81062905240043,133.96400817152957,130.81022865476552,131.8263397216797,25773900,0.0,0.0
2019-09-10 00:00:00-04:00,131.13609874091236,131.22236897767166,128.94090298093283,130.44590759277344,28903400,0.0,0.0
2019-09-11 00:00:00-04:00,130.2830014041664,130.6280971201561,129.49694436278617,130.4842987060547,24726100,0.0,0.0
2019-09-12 00:00:00-04:00,132.1426786697443,132.68907166946474,131.20324253535682,131.8263397216797,27010000,0.0,0.0
2019-09-13 00:00:00-04:00,132.07559030678348,132.3439964933741,130.91569527766825,131.6346435546875,23363100,0.0,0.0
2019-09-16 00:00:00-04:00,130.20629392439542,131.04026902867466,130.04333411246938,130.6855926513672,16731400,0.0,0.0
2019-09-17 00:00:00-04:00,131.28950083010344,131.8263130112495,130.7814307725528,131.70169067382812,17814200,0.0,0.0
2019-09-18 00:00:00-04:00,131.67293564699506,132.928695864409,130.877298072725,132.784912109375,23982100,0.0,0.0
2019-09-19 00:00:00-04:00,134.49123069594773,136.47551989306046,134.2707573689434,135.22935485839844,35772100,0.0,0.0
2019-09-20 00:00:00-04:00,135.17179922830064,135.78530091168378,132.52607596127962,133.66680908203125,39167300,0.0,0.0
2019-09-23 00:00:00-04:00,133.46552746771852,133.84897524864755,132.70824186931912,133.37925720214844,17139300,0.0,0.0
2019-09-24 00:00:00-04:00,134.54869297199207,134.8650317783022,131.21277907449692,131.69207763671875,29773200,0.0,0.0
2019-09-25 00:00:00-04:00,131.80715698081383,134.1653132797851,130.3980174778378,133.59014892578125,21382000,0.0,0.0
2019-09-26 00:00:00-04:00,133.66678334257398,134.37613584258838,132.7081862326898,133.76263427734375,17456600,0.0,0.0
2019-09-27 00:00:00-04:00,134.34743793356864,134.54874985069756,130.99234657969535,132.0276336669922,22477700,0.0,0.0
2019-09-30 00:00:00-04:00,132.33438229558575,133.45593956868697,132.07555688578196,133.2738037109375,17280900,0.0,0.0
2019-10-01 00:00:00-04:00,133.87769126805713,134.44326011742154,131.32781915213369,131.39492797851562,21466600,0.0,0.0
2019-10-02 00:00:00-04:00,130.6088805306455,130.7239075245905,128.04942752613306,129.0751190185547,30521700,0.0,0.0
2019-10-03 00:00:00-04:00,129.36275859745226,131.08823740830786,127.7043886475656,130.6376953125,24132900,0.0,0.0
2019-10-04 00:00:00-04:00,131.08818507678887,132.52608107397486,130.77184620216383,132.40145874023438,22897700,0.0,0.0
2019-10-07 00:00:00-04:00,131.46201661533144,132.45895124614597,131.34698963443842,131.44284057617188,15303700,0.0,0.0
2019-10-08 00:00:00-04:00,131.40449717653854,132.05633620813475,130.00493892188854,130.05287170410156,25550500,0.0,0.0
2019-10-09 00:00:00-04:00,131.76882037967397,132.9574719327473,131.29910233325927,132.5165252685547,19749900,0.0,0.0
2019-10-10 00:00:00-04:00,132.75616683249802,133.88730480862347,132.52609817752366,133.34091186523438,17654600,0.0,0.0
2019-10-11 00:00:00-04:00,134.3186663102129,135.19099347615176,133.72434058824996,133.89688110351562,25446000,0.0,0.0
2019-10-14 00:00:00-04:00,133.90651143890534,134.48166126715677,133.7435515895488,133.77230834960938,13304300,0.0,0.0
2019-10-15 00:00:00-04:00,134.2611420677171,135.91951138229956,134.0214927309899,135.70863342285156,19695700,0.0,0.0
2019-10-16 00:00:00-04:00,134.96090619420036,135.15263735407038,133.75307887300224,134.59664916992188,20751600,0.0,0.0
2019-10-17 00:00:00-04:00,135.1142755989924,135.56481746377347,133.26418998036485,133.9064483642578,21460600,0.0,0.0
2019-10-18 00:00:00-04:00,133.97359710318162,134.20366579599443,130.90608766753806,131.7209014892578,32273500,0.0,0.0
2019-10-21 00:00:00-04:00,132.7178149607207,132.76574775896512,131.33743228268432,132.69863891601562,20078200,0.0,0.0
2019-10-22 00:00:00-04:00,133.21626627006486,134.21320101358927,130.61846118395243,130.72390747070312,27431000,0.0,0.0
2019-10-23 00:00:00-04:00,131.21282668817418,131.75921964132237,129.99540380279126,131.55792236328125,29844600,0.0,0.0
2019-10-24 00:00:00-04:00,133.61884108922902,134.60619487225222,132.92865004887864,134.1460723876953,37029300,0.0,0.0
2019-10-25 00:00:00-04:00,133.57094691812512,135.29642501772105,133.43674387854733,134.9033966064453,25959700,0.0,0.0
2019-10-28 00:00:00-04:00,138.42146634134187,139.63888920203695,137.56831519338303,138.2201690673828,35280100,0.0,0.0
2019-10-29 00:00:00-04:00,138.11470479002634,138.51731391259042,136.74390300476423,136.9164581298828,20589500,0.0,0.0
2019-10-30 00:00:00-04:00,137.5778894053158,138.99660932213772,136.87810284071222,138.6227569580078,18496600,0.0,0.0
2019-10-31 00:00:00-04:00,138.9007500643218,138.92950681463836,137.06984024368458,137.43409729003906,24605100,0.0,0.0
2019-11-01 00:00:00-04:00,138.28725897525487,138.44063807342238,137.05067473548954,137.76962280273438,33128400,0.0,0.0
2019-11-04 00:00:00-05:00,138.8336526635036,138.99661245389507,138.191394209478,138.56524658203125,16912000,0.0,0.0
2019-11-05 00:00:00-05:00,138.96785274945154,139.01578554020267,137.95174194447765,138.47897338867188,18250200,0.0,0.0
2019-11-06 00:00:00-05:00,138.39269812376298,138.53649650600096,137.27114095207526,138.0955352783203,16575800,0.0,0.0
2019-11-07 00:00:00-05:00,137.88465279177962,138.88160232437122,137.81755857677922,138.28726196289062,17786700,0.0,0.0
2019-11-08 00:00:00-05:00,138.01885195946448,139.9456421283144,137.8079593576298,139.91688537597656,16732700,0.0,0.0
2019-11-11 00:00:00-05:00,139.32252966153007,140.35781651258938,138.7377847167753,140.06065368652344,14362600,0.0,0.0
2019-11-12 00:00:00-05:00,140.2235960235567,141.46019459191587,140.01270347123236,140.98089599609375,18641600,0.0,0.0
2019-11-13 00:00:00-05:00,140.6645751545299,141.35476639093181,140.22361395409317,141.21096801757812,16919200,0.0,0.0
2019-11-14 00:00:00-05:00,140.9329967598911,142.26544658838202,140.91382071592434,141.929931640625,19729800,0.0,0.0
2019-11-15 00:00:00-05:00,142.76391469432315,143.780040302851,142.13125147841885,143.7608642578125,23485700,0.0,0.0
2019-11-18 00:00:00-05:00,143.85671353500007,144.31683617446546,142.81183129097775,144.1155242919922,21534000,0.0,0.0
2019-11-19 00:00:00-05:00,144.63318541527107,145.06455133484383,143.98133155457592,144.16346740722656,23935700,0.0,0.0
2019-11-20 00:00:00-05:00,144.57709174159623,145.08687607651692,142.7976605632085,143.9134063720703,25696800,0.51,0.0
2019-11-21 00:00:00-05:00,143.70173603830716,144.0864884639588,142.8360687649986,143.7786865234375,18576100,0.0,0.0
2019-11-22 00:00:00-05:00,144.34622449103236,144.56744800871772,143.14390043020936,143.884521484375,15901800,0.0,0.0
2019-11-25 00:00:00-05:00,144.27892255975146,145.57743873351362,144.20197203983562,145.46200561523438,22420900,0.0,0.0
2019-11-26 00:00:00-05:00,145.58703182669066,146.60660038956664,145.54856391048034,146.23147583007812,24620100,0.0,0.0
2019-11-27 00:00:00-05:00,146.5200350626811,146.68354938930787,145.74093134536173,146.5104217529297,15184400,0.0,0.0
2019-11-29 00:00:00-05:00,146.2988020613683,146.4911709816157,145.51007040850362,145.60626220703125,11977300,0.0,0.0
2019-12-02 00:00:00-05:00,146.0198661924755,146.03910748906333,142.66298643994278,143.8460693359375,27418400,0.0,0.0
2019-12-03 00:00:00-05:00,141.86462763500245,143.7306222721199,141.05665470169362,143.61520385742188,24066000,0.0,0.0
2019-12-04 00:00:00-05:00,144.41351518237911,144.4519830860531,143.50936533959674,144.13458251953125,17574700,0.0,0.0
2019-12-05 00:00:00-05:00,144.32701148183128,144.58671763937247,143.77874455777885,144.21157836914062,17869100,0.0,0.0
2019-12-06 00:00:00-05:00,145.23116555392798,146.07759190085642,144.53862556665246,145.96217346191406,16403500,0.0,0.0
2019-12-09 00:00:00-05:00,145.3080881412585,146.40460713087174,145.15418713437754,145.58702087402344,16687400,0.0,0.0
2019-12-10 00:00:00-05:00,145.5196700070206,146.09679139019536,145.00988581183236,145.36578369140625,16476100,0.0,0.0
2019-12-11 00:00:00-05:00,145.76017672210887,146.0775921064578,144.59633498964016,145.91407775878906,18856600,0.0,0.0
2019-12-12 00:00:00-05:00,145.86594216216915,147.58767835334626,145.25998084493168,147.3953094482422,24612100,0.0,0.0
2019-12-13 00:00:00-05:00,147.16448003106066,148.9823936090779,147.00096570335432,148.63612365722656,23845400,0.0,0.0
2019-12-16 00:00:00-05:00,149.1939823196929,149.95384463611475,148.91504960720576,149.59796142578125,24144200,0.0,0.0
2019-12-17 00:00:00-05:00,149.52100095168927,149.7710937222051,148.55914180799644,148.7899932861328,25425600,0.0,0.0
2019-12-18 00:00:00-05:00,148.41490098802512,149.54988797881558,148.29946788552465,148.4822235107422,24129200,0.0,0.0
2019-12-19 00:00:00-05:00,148.12633230213285,149.828827373813,147.88586747696704,149.7711181640625,24958900,0.0,0.0
2019-12-20 00:00:00-05:00,151.34855605314783,152.44507499075277,150.32897293852642,151.40626525878906,53477500,0.0,0.0
2019-12-23 00:00:00-05:00,152.0891770946199,152.0891770946199,151.27160555335712,151.40626525878906,17718200,0.0,0.0
2019-12-24 00:00:00-05:00,151.47358800595276,151.69482619699377,151.12731809476588,151.37741088867188,8989200,0.0,0.0
2019-12-26 00:00:00-05:00,151.55054545349594,152.67591904724273,151.39664444662256,152.6182098388672,14520600,0.0,0.0
2019-12-27 00:00:00-05:00,153.36844210425102,153.46463389221378,152.18535943170144,152.8971405029297,18412800,0.0,0.0
2019-12-30 00:00:00-05:00,152.92598780386868,152.95484240351885,150.75217678485183,151.57937622070312,16348400,0.0,0.0
2019-12-31 00:00:00-05:00,150.79068906272417,151.75254837862147,150.482887036769,151.68521118164062,18369400,0.0,0.0
2020-01-02 00:00:00-05:00,152.7240027827668,154.59962528962728,152.29116907761542,154.4938201904297,22622100,0.0,0.0
2020-01-03 00:00:00-05:00,152.2815528635624,153.8493733512754,152.03146008288195,152.57009887695312,21116200,0.0,0.0
2020-01-06 00:00:00-05:00,151.08885491012322,153.03181473239223,150.5405880849215,152.9644775390625,20813700,0.0,0.0
2020-01-07 00:00:00-05:00,153.24343420487318,153.5800761614419,151.31971556113726,151.56979370117188,21634100,0.0,0.0
2020-01-08 00:00:00-05:00,152.86824879038906,154.66693515903793,151.92563104927726,153.9840087890625,27746500,0.0,0.0
2020-01-09 00:00:00-05:00,155.66728057496906,156.0327917468127,154.88817701545463,155.90774536132812,21385000,0.0,0.0
2020-01-10 00:00:00-05:00,156.60993313421986,156.99467097087756,155.03246984422321,155.18637084960938,20725900,0.0,0.0
2020-01-13 00:00:00-05:00,155.5903380783558,157.08122276576404,155.10940848092133,157.0523681640625,21626500,0.0,0.0
2020-01-14 00:00:00-05:00,157.15818064494712,157.36017754315313,155.55187747527793,155.9462432861328,23477400,0.0,0.0
2020-01-15 00:00:00-05:00,156.41755316208153,157.6872144707142,156.3694719389914,156.95619201660156,21417900,0.0,0.0
2020-01-16 00:00:00-05:00,158.08160726215095,159.89952104459357,157.77380519175554,159.83218383789062,23865400,0.0,0.0
2020-01-17 00:00:00-05:00,161.03447189458979,161.08256779186016,159.12036672696442,160.7266845703125,34371700,0.0,0.0
2020-01-21 00:00:00-05:00,160.32266372160333,161.7750803193262,160.08219895263514,160.1495361328125,29517200,0.0,0.0
2020-01-22 00:00:00-05:00,161.0152236165885,161.10180209864285,159.3608246245337,159.38006591796875,24138800,0.0,0.0
2020-01-23 00:00:00-05:00,159.851376097827,160.43811077231257,158.96646743212528,160.3611602783203,19680800,0.0,0.0
2020-01-24 00:00:00-05:00,161.1210172189043,161.14025851096645,158.17773063603795,158.74522399902344,24918100,0.0,0.0
2020-01-27 00:00:00-05:00,155.00360950699235,157.14856616360348,154.08984617112307,156.09051513671875,32078100,0.0,0.0
2020-01-28 00:00:00-05:00,157.5333149600829,159.43779226433756,156.85040307618118,159.1492462158203,24899900,0.0,0.0
2020-01-29 00:00:00-05:00,161.43842945326045,162.31372476554048,159.37043823808085,161.63079833984375,34754500,0.0,0.0
2020-01-30 00:00:00-05:00,167.41159826393576,167.41159826393576,164.27592784939964,166.19003295898438,51597500,0.0,0.0
2020-01-31 00:00:00-05:00,165.6417966706397,165.82453760929718,163.11210201261994,163.7373046875,36142700,0.0,0.0
2020-02-03 00:00:00-05:00,163.92966342112496,167.8444375773965,163.9008088180356,167.72901916503906,30107000,0.0,0.0
2020-02-04 00:00:00-05:00,170.38376996891955,173.75027779857956,169.58542492238305,173.25010681152344,36433300,0.0,0.0
2020-02-05 00:00:00-05:00,177.01095067322072,177.17446497902586,171.60530656589634,173.03846740722656,39186300,0.0,0.0
2020-02-06 00:00:00-05:00,174.0676715477477,176.80897631091017,173.19237609825424,176.626220703125,27751400,0.0,0.0
2020-02-07 00:00:00-05:00,175.87595466179803,178.54992197351183,175.52005678956712,176.87628173828125,33529100,0.0,0.0
2020-02-10 00:00:00-05:00,176.57812345519642,181.63749784313487,176.26070814043877,181.50283813476562,35844300,0.0,0.0
2020-02-11 00:00:00-05:00,183.37845682946394,183.4265527264567,176.5011691869094,177.4053192138672,53159900,0.0,0.0
2020-02-12 00:00:00-05:00,178.50185196305247,178.76155808546156,174.91412085727242,177.6650390625,47062900,0.0,0.0
2020-02-13 00:00:00-05:00,176.0971795406797,179.1270300715593,175.89518265611147,176.70315551757812,35295800,0.0,0.0
2020-02-14 00:00:00-05:00,176.260698934017,178.33831833474517,175.68357754154584,178.28060913085938,23149500,0.0,0.0
2020-02-18 00:00:00-05:00,178.53069046478925,180.5409727127582,178.42488536348526,180.08889770507812,27792200,0.0,0.0
2020-02-19 00:00:00-05:00,181.38132660370505,181.49706027287442,179.84779661962762,180.6290283203125,29997500,0.51,0.0
2020-02-20 00:00:00-05:00,180.31073976300326,180.60008864279266,174.66850283313866,177.87059020996094,36862400,0.0,0.0
2020-02-21 00:00:00-05:00,176.66495337950593,176.98323562376655,170.95519626328405,172.2476043701172,48572600,0.0,0.0
2020-02-24 00:00:00-05:00,161.81186768952938,168.3510835056599,157.43309172677036,164.82106018066406,68311100,0.0,0.0
2020-02-25 00:00:00-05:00,168.01351808446094,168.63078875558898,161.69612959152798,162.10122680664062,68073300,0.0,0.0
2020-02-26 00:00:00-05:00,163.68300766685175,167.1069229113631,162.23627794092442,164.1266632080078,56206100,0.0,0.0
2020-02-27 00:00:00-05:00,157.51994428486896,161.09818100476522,152.36957512330204,152.56246948242188,93174900,0.0,0.0
2020-02-28 00:00:00-05:00,146.99737843065364,157.89607789233304,146.60193546740393,156.25643920898438,97012700,0.0,0.0
2020-03-02 00:00:00-05:00,159.43924097570283,166.77898290939336,156.5457818383777,166.65359497070312,71030800,0.0,0.0
2020-03-03 00:00:00-05:00,167.62778334555094,168.78516438653608,156.49759912111284,158.66769409179688,71677000,0.0,0.0
2020-03-04 00:00:00-05:00,162.50632436557385,164.63783114066646,159.7382382958637,164.4931640625,49814400,0.0,0.0
2020-03-05 00:00:00-05:00,160.15298513399503,164.8018023782809,159.80576940777857,160.36517333984375,47817300,0.0,0.0
2020-03-06 00:00:00-05:00,156.8351517788368,157.31739503321893,150.459895367229,155.83209228515625,72821100,0.0,0.0
2020-03-09 00:00:00-04:00,145.63742929817266,152.147711733687,144.67294301142982,145.2709197998047,70419300,0.0,0.0
2020-03-10 00:00:00-04:00,152.54320716662852,155.31127905327094,147.16137006751455,155.20518493652344,65354400,0.0,0.0
2020-03-11 00:00:00-04:00,151.54979077151765,152.09954050468744,145.78215005601393,148.17408752441406,56371600,0.0,0.0
2020-03-12 00:00:00-04:00,140.13985965603885,148.01971081046895,133.6585106665121,134.1214599609375,93226400,0.0,0.0
2020-03-13 00:00:00-04:00,142.26174414211127,156.15999671204952,135.73216708685814,153.1893768310547,92727400,0.0,0.0
2020-03-16 00:00:00-04:00,135.02812937857786,144.0460853345493,130.2056961864858,130.61077880859375,87905900,0.0,0.0
2020-03-17 00:00:00-04:00,135.0281085681995,142.26175724149593,130.20567611933524,141.3647918701172,81059800,0.0,0.0
2020-03-18 00:00:00-04:00,133.09916300539035,140.8150565129492,130.22499679455638,135.41392517089844,81593200,0.0,0.0
2020-03-19 00:00:00-04:00,137.69972779135492,144.8176274335774,134.06360993357706,137.64186096191406,85922700,0.0,0.0
2020-03-20 00:00:00-04:00,140.8150152698978,141.87595620320968,131.0351237021574,132.4722137451172,84866200,0.0,0.0
2020-03-23 00:00:00-04:00,132.14426814149164,135.57785187398284,127.81373389382894,131.15084838867188,78975200,0.0,0.0
2020-03-24 00:00:00-04:00,138.64492545473436,144.28717700347636,136.25300320935895,143.07191467285156,82516700,0.0,0.0
2020-03-25 00:00:00-04:00,143.62168012631636,148.84919489471173,139.31042453773415,141.7023468017578,75638200,0.0,0.0
2020-03-26 00:00:00-04:00,143.1297820628941,151.09644949022538,143.10084864699442,150.56597900390625,64568100,0.0,0.0
2020-03-27 00:00:00-04:00,146.3608214172245,149.38930833596277,143.90137798215565,144.3836212158203,57042300,0.0,0.0
2020-03-30 00:00:00-04:00,147.0263002112635,154.89651228772584,144.68259074929853,154.53964233398438,63420300,0.0,0.0
2020-03-31 00:00:00-04:00,153.73914650404132,158.92808872826942,151.0000082996481,152.1091766357422,77927200,0.0,0.0
2020-04-01 00:00:00-04:00,147.56643070432287,152.14774146148324,145.463857252515,146.70803833007812,57969900,0.0,0.0
2020-04-02 00:00:00-04:00,146.46692180109608,149.9583582532128,145.02019203803383,149.7461700439453,49630700,0.0,0.0
2020-04-03 00:00:00-04:00,149.59186058198281,151.79088860324566,146.78520136222244,148.36695861816406,41243300,0.0,0.0
2020-04-06 00:00:00-04:00,154.6264755330191,160.58699476093688,151.98377734818018,159.4006805419922,67111700,0.0,0.0
2020-04-07 00:00:00-04:00,163.56725758679906,163.96270057317756,157.4620564406056,157.68389892578125,62769000,0.0,0.0
